Area_Code;Cogs;Difference_Between_Actual_And_Target_Profit;Date;Inventory_Margin;Margin;Market_size;Market;Marketing;Product_line;Product_type;Product;Profit;Sales;State;Target_cogs;Target_margin;Target_profit;Target_sales;Total_expenses;Type;Profit_status;Duplicate_check;Countblank;Derived_gap;Sales_status;Profit_status_vs_Target;Sum_of_sales;Sum_of_profits
959;79;4;10/1/2164;593;98;Small Market;East;30;Leaves;Herbal Tea;Lemon;34;177;Connecticut;40;50;30;90;64;Decaf;Profit;;;4;Met;Met;202895;64311
860;65;-15;10/1/2165;1053;77;Small Market;East;20;Leaves;Herbal Tea;Mint;35;142;Connecticut;30;50;50;80;42;Decaf;Profit;;;-15;Met;Missed;202895;64311
262;46;-10;10/1/2166;449;67;Small Market;Central;14;Leaves;Tea;Darjeeling;30;113;Wisconsin;20;50;40;70;37;Regular;Profit;;;-10;Met;Missed;202895;64311
715;60;0;10/1/2167;606;84;Small Market;Central;54;Leaves;Tea;Earl Grey;0;144;Wisconsin;40;50;0;90;84;Regular;Profit;;;0;Met;Met;202895;64311
206;60;17;10/1/2168;329;99;Small Market;West;18;Leaves;Tea;Darjeeling;57;159;Washington;20;50;40;70;42;Regular;Profit;;;17;Met;Met;202895;64311
773;40;-3;10/1/2169;536;52;Major Market;Central;13;Leaves;Herbal Tea;Lemon;27;92;Illinois;30;50;30;80;25;Decaf;Profit;;;-3;Met;Missed;202895;64311
614;36;-10;10/1/2170;862;52;Major Market;Central;10;Leaves;Herbal Tea;Lemon;30;88;Ohio;30;50;40;80;22;Decaf;Profit;;;-10;Met;Missed;202895;64311
617;55;-5;10/1/2171;410;69;Major Market;East;20;Leaves;Herbal Tea;Lemon;15;124;Massachusetts;40;50;20;90;54;Decaf;Profit;;;-5;Met;Missed;202895;64311
707;40;-3;10/1/2172;536;52;Major Market;West;13;Leaves;Herbal Tea;Mint;27;92;California;30;50;30;80;25;Decaf;Profit;;;-3;Met;Missed;202895;64311
352;28;-17;10/1/2173;875;42;Major Market;East;7;Leaves;Tea;Darjeeling;23;70;Florida;20;50;40;70;19;Regular;Profit;;;-17;Met;Missed;202895;64311
561;31;-12;10/1/2174;856;47;Major Market;East;8;Leaves;Tea;Green Tea;28;78;Florida;30;50;40;80;19;Regular;Profit;;;-12;Met;Missed;202895;64311
351;32;-11;10/1/2175;482;48;Major Market;East;8;Leaves;Tea;Green Tea;29;80;Massachusetts;30;50;40;80;19;Regular;Profit;;;-11;Met;Missed;202895;64311
650;50;7;10/1/2176;589;73;Major Market;West;14;Leaves;Tea;Earl Grey;47;123;California;30;50;40;80;26;Regular;Profit;;;7;Met;Met;202895;64311
712;0;-9;10/1/2177;387;43;Small Market;Central;0;Beans;Espresso;Decaf Espresso;31;43;Iowa;0;50;40;50;12;Decaf;Profit;;;-9;Met;Missed;202895;64311
505;82;-18;10/1/2178;1804;40;Small Market;South;25;Beans;Coffee;Decaf Irish Cream;-8;122;New Mexico;90;50;10;140;48;Decaf;Loss;;;-18;Met;Missed;202895;64311
515;22;-24;10/1/2179;802;34;Small Market;Central;6;Beans;Espresso;Caffe Mocha;16;56;Iowa;20;50;40;70;18;Regular;Profit;;;-24;Met;Missed;202895;64311
505;44;-7;10/1/2180;325;62;Small Market;South;40;Beans;Espresso;Caffe Mocha;-7;106;New Mexico;30;50;0;80;69;Regular;Loss;;;-7;Met;Missed;202895;64311
775;33;-14;10/1/2181;243;41;Small Market;West;12;Beans;Coffee;Colombian;-4;74;Nevada;30;50;10;80;45;Regular;Loss;;;-14;Met;Missed;202895;64311
573;44;-8;10/1/2182;325;62;Small Market;Central;40;Leaves;Herbal Tea;Chamomile;-8;106;Missouri;40;50;0;90;70;Decaf;Loss;;;-8;Met;Missed;202895;64311
262;31;-13;10/1/2183;856;47;Small Market;Central;8;Leaves;Herbal Tea;Lemon;27;78;Wisconsin;20;50;40;70;20;Decaf;Profit;;;-13;Met;Missed;202895;64311
475;69;8;10/1/2184;1060;81;Small Market;East;21;Leaves;Herbal Tea;Mint;38;150;Connecticut;50;50;30;100;43;Decaf;Profit;;;8;Met;Met;202895;64311
262;49;13;10/1/2185;454;71;Small Market;Central;15;Leaves;Tea;Darjeeling;33;120;Wisconsin;40;50;20;90;38;Regular;Profit;;;13;Met;Met;202895;64311
206;49;4;10/1/2186;454;71;Small Market;West;15;Leaves;Tea;Earl Grey;34;120;Washington;30;50;30;80;37;Regular;Profit;;;4;Met;Met;202895;64311
970;43;-1;10/1/2187;531;56;Major Market;Central;14;Beans;Coffee;Colombian;29;99;Colorado;40;50;30;90;27;Regular;Profit;;;-1;Met;Missed;202895;64311
614;41;4;10/1/2188;435;60;Major Market;Central;13;Beans;Coffee;Colombian;24;101;Ohio;40;50;20;90;36;Regular;Profit;;;4;Met;Met;202895;64311
339;47;-10;10/1/2189;571;52;Major Market;East;42;Beans;Espresso;Caffe Mocha;-20;99;Massachusetts;40;50;-10;90;72;Regular;Loss;;;-10;Met;Missed;202895;64311
773;43;-1;10/1/2190;531;56;Major Market;Central;14;Leaves;Herbal Tea;Lemon;29;99;Illinois;40;50;30;90;27;Decaf;Profit;;;-1;Met;Missed;202895;64311
805;43;-1;10/1/2191;531;56;Major Market;West;14;Leaves;Herbal Tea;Mint;29;99;California;40;50;30;90;27;Decaf;Profit;;;-1;Met;Missed;202895;64311
303;46;-4;10/1/2192;422;57;Major Market;Central;17;Leaves;Tea;Darjeeling;6;103;Colorado;30;50;10;80;51;Regular;Profit;;;-4;Met;Missed;202895;64311
303;53;6;10/1/2193;1054;63;Major Market;Central;16;Leaves;Tea;Earl Grey;26;116;Colorado;40;50;20;90;37;Regular;Profit;;;6;Met;Met;202895;64311
617;33;-11;10/1/2194;870;49;Major Market;East;9;Leaves;Tea;Darjeeling;29;82;Massachusetts;30;50;40;80;20;Regular;Profit;;;-11;Met;Missed;202895;64311
863;34;-10;10/1/2195;863;51;Major Market;East;9;Leaves;Tea;Green Tea;30;85;Florida;30;50;40;80;21;Regular;Profit;;;-10;Met;Missed;202895;64311
641;0;-8;10/1/2196;344;43;Small Market;Central;0;Beans;Espresso;Decaf Espresso;32;43;Iowa;0;50;40;50;11;Decaf;Profit;;;-8;Met;Missed;202895;64311
225;43;7;10/1/2197;466;63;Small Market;South;13;Beans;Espresso;Decaf Espresso;27;106;Louisiana;30;50;20;80;36;Decaf;Profit;;;7;Met;Met;202895;64311
702;31;-22;10/1/2198;1009;38;Small Market;West;9;Beans;Coffee;Decaf Irish Cream;8;69;Nevada;30;50;30;80;30;Decaf;Profit;;;-22;Met;Missed;202895;64311
515;23;-23;10/1/2199;807;35;Small Market;Central;6;Beans;Espresso;Caffe Mocha;17;58;Iowa;20;50;40;70;18;Regular;Profit;;;-23;Met;Missed;202895;64311
985;41;11;10/1/2200;320;66;Small Market;South;12;Beans;Espresso;Caffe Mocha;31;107;Louisiana;30;50;20;80;35;Regular;Profit;;;11;Met;Met;202895;64311
971;46;-4;10/1/2201;422;57;Small Market;West;17;Beans;Espresso;Caffe Latte;6;103;Oregon;40;50;10;90;51;Regular;Profit;;;-4;Met;Missed;202895;64311
262;43;8;10/1/2202;466;63;Small Market;Central;13;Leaves;Tea;Darjeeling;28;106;Wisconsin;30;50;20;80;35;Regular;Profit;;;8;Met;Met;202895;64311
959;33;-12;10/1/2203;818;49;Small Market;East;9;Leaves;Tea;Green Tea;28;82;Connecticut;30;50;40;80;21;Regular;Profit;;;-12;Met;Missed;202895;64311
435;49;-4;10/1/2204;335;69;Small Market;West;44;Leaves;Tea;Darjeeling;-4;118;Utah;30;50;0;80;73;Regular;Loss;;;-4;Met;Missed;202895;64311
360;55;7;10/1/2205;627;76;Small Market;West;49;Leaves;Tea;Green Tea;-3;131;Washington;40;50;-10;90;79;Regular;Loss;;;7;Met;Met;202895;64311
303;39;-10;10/1/2206;541;51;Major Market;Central;12;Beans;Coffee;Colombian;40;96;Colorado;30;50;50;80;24;Regular;Profit;;;-10;Met;Missed;202895;64311
904;80;31;10/1/2207;1055;94;Major Market;East;24;Leaves;Herbal Tea;Mint;71;185;Florida;40;50;40;90;46;Decaf;Profit;;;31;Met;Met;202895;64311
720;54;-11;10/1/2208;404;66;Major Market;Central;20;Leaves;Tea;Darjeeling;19;128;Colorado;30;50;30;80;53;Regular;Profit;;;-11;Met;Missed;202895;64311
970;54;0;10/1/2209;1037;64;Major Market;Central;16;Leaves;Tea;Earl Grey;40;126;Colorado;30;50;40;80;37;Regular;Profit;;;0;Met;Met;202895;64311
978;27;-20;10/1/2210;859;39;Major Market;East;7;Leaves;Tea;Darjeeling;30;70;Massachusetts;20;50;50;70;19;Regular;Profit;;;-20;Met;Missed;202895;64311
626;76;67;10/1/2211;580;111;Major Market;West;21;Leaves;Tea;Earl Grey;117;199;California;30;50;50;80;32;Regular;Profit;;;67;Met;Met;202895;64311
262;22;-35;10/1/2212;573;29;Small Market;Central;7;Beans;Espresso;Decaf Espresso;15;54;Wisconsin;20;50;50;70;19;Decaf;Profit;;;-35;Met;Missed;202895;64311
641;23;-23;10/1/2213;800;35;Small Market;Central;6;Beans;Espresso;Caffe Mocha;27;62;Iowa;20;50;50;70;17;Regular;Profit;;;-23;Met;Missed;202895;64311
203;79;20;10/1/2214;593;98;Small Market;East;30;Leaves;Herbal Tea;Lemon;50;189;Connecticut;40;50;30;90;64;Decaf;Profit;;;20;Met;Met;202895;64311
203;65;2;10/1/2215;1053;77;Small Market;East;20;Leaves;Herbal Tea;Mint;52;151;Connecticut;30;50;50;80;42;Decaf;Profit;;;2;Met;Met;202895;64311
262;46;5;10/1/2216;449;67;Small Market;Central;14;Leaves;Tea;Darjeeling;45;120;Wisconsin;20;50;40;70;37;Regular;Profit;;;5;Met;Met;202895;64311
262;60;0;10/1/2217;606;84;Small Market;Central;54;Leaves;Tea;Earl Grey;0;153;Wisconsin;40;50;0;90;84;Regular;Profit;;;0;Met;Met;202895;64311
425;60;45;10/1/2218;329;99;Small Market;West;18;Leaves;Tea;Darjeeling;85;169;Washington;20;50;40;70;42;Regular;Profit;;;45;Met;Met;202895;64311
312;40;10;10/1/2219;536;52;Major Market;Central;13;Leaves;Herbal Tea;Lemon;40;98;Illinois;30;50;30;80;25;Decaf;Profit;;;10;Met;Met;202895;64311
419;36;5;10/1/2220;862;52;Major Market;Central;10;Leaves;Herbal Tea;Lemon;45;94;Ohio;30;50;40;80;22;Decaf;Profit;;;5;Met;Met;202895;64311
857;55;2;10/1/2221;410;69;Major Market;East;20;Leaves;Herbal Tea;Lemon;22;132;Massachusetts;40;50;20;90;54;Decaf;Profit;;;2;Met;Met;202895;64311
323;40;10;10/1/2222;536;52;Major Market;West;13;Leaves;Herbal Tea;Mint;40;98;California;30;50;30;80;25;Decaf;Profit;;;10;Met;Met;202895;64311
352;28;-6;10/1/2223;875;42;Major Market;East;7;Leaves;Tea;Darjeeling;34;75;Florida;20;50;40;70;19;Regular;Profit;;;-6;Met;Missed;202895;64311
904;31;2;10/1/2224;856;47;Major Market;East;8;Leaves;Tea;Green Tea;42;83;Florida;30;50;40;80;19;Regular;Profit;;;2;Met;Met;202895;64311
978;32;3;10/1/2225;482;48;Major Market;East;8;Leaves;Tea;Green Tea;43;85;Massachusetts;30;50;40;80;19;Regular;Profit;;;3;Met;Met;202895;64311
760;50;30;10/1/2226;589;73;Major Market;West;14;Leaves;Tea;Earl Grey;70;131;California;30;50;40;80;26;Regular;Profit;;;30;Met;Met;202895;64311
515;0;6;10/1/2227;387;43;Small Market;Central;0;Beans;Espresso;Decaf Espresso;46;46;Iowa;0;50;40;50;12;Decaf;Profit;;;6;Met;Met;202895;64311
505;82;-22;10/1/2228;1804;40;Small Market;South;25;Beans;Coffee;Decaf Irish Cream;-12;130;New Mexico;90;50;10;140;48;Decaf;Loss;;;-22;Met;Missed;202895;64311
515;22;-16;10/1/2229;802;34;Small Market;Central;6;Beans;Espresso;Caffe Mocha;24;60;Iowa;20;50;40;70;18;Regular;Profit;;;-16;Met;Missed;202895;64311
505;44;-10;10/1/2230;325;62;Small Market;South;40;Beans;Espresso;Caffe Mocha;-10;113;New Mexico;30;50;0;80;69;Regular;Loss;;;-10;Met;Missed;202895;64311
775;33;-16;10/1/2231;243;41;Small Market;West;12;Beans;Coffee;Colombian;-6;79;Nevada;30;50;10;80;45;Regular;Loss;;;-16;Met;Missed;202895;64311
314;44;-12;10/1/2232;325;62;Small Market;Central;40;Leaves;Herbal Tea;Chamomile;-12;113;Missouri;40;50;0;90;70;Decaf;Loss;;;-12;Met;Missed;202895;64311
715;31;0;10/1/2233;856;47;Small Market;Central;8;Leaves;Herbal Tea;Lemon;40;83;Wisconsin;20;50;40;70;20;Decaf;Profit;;;0;Met;Met;202895;64311
959;69;26;10/1/2234;1060;81;Small Market;East;21;Leaves;Herbal Tea;Mint;56;160;Connecticut;50;50;30;100;43;Decaf;Profit;;;26;Met;Met;202895;64311
715;49;29;10/1/2235;454;71;Small Market;Central;15;Leaves;Tea;Darjeeling;49;128;Wisconsin;40;50;20;90;38;Regular;Profit;;;29;Met;Met;202895;64311
206;49;20;10/1/2236;454;71;Small Market;West;15;Leaves;Tea;Earl Grey;50;128;Washington;30;50;30;80;37;Regular;Profit;;;20;Met;Met;202895;64311
970;43;13;10/1/2237;531;56;Major Market;Central;14;Beans;Coffee;Colombian;43;106;Colorado;40;50;30;90;27;Regular;Profit;;;13;Met;Met;202895;64311
330;41;16;10/1/2238;435;60;Major Market;Central;13;Beans;Coffee;Colombian;36;108;Ohio;40;50;20;90;36;Regular;Profit;;;16;Met;Met;202895;64311
978;47;-20;10/1/2239;571;52;Major Market;East;42;Beans;Espresso;Caffe Mocha;-30;106;Massachusetts;40;50;-10;90;72;Regular;Loss;;;-20;Met;Missed;202895;64311
312;43;13;10/1/2240;531;56;Major Market;Central;14;Leaves;Herbal Tea;Lemon;43;106;Illinois;40;50;30;90;27;Decaf;Profit;;;13;Met;Met;202895;64311
323;43;13;10/1/2241;531;56;Major Market;West;14;Leaves;Herbal Tea;Mint;43;106;California;40;50;30;90;27;Decaf;Profit;;;13;Met;Met;202895;64311
303;46;-1;10/1/2242;422;57;Major Market;Central;17;Leaves;Tea;Darjeeling;9;110;Colorado;30;50;10;80;51;Regular;Profit;;;-1;Met;Missed;202895;64311
970;53;19;10/1/2243;1054;63;Major Market;Central;16;Leaves;Tea;Earl Grey;39;124;Colorado;40;50;20;90;37;Regular;Profit;;;19;Met;Met;202895;64311
978;33;3;10/1/2244;870;49;Major Market;East;9;Leaves;Tea;Darjeeling;43;87;Massachusetts;30;50;40;80;20;Regular;Profit;;;3;Met;Met;202895;64311
321;34;5;10/1/2245;863;51;Major Market;East;9;Leaves;Tea;Green Tea;45;91;Florida;30;50;40;80;21;Regular;Profit;;;5;Met;Met;202895;64311
563;0;7;10/1/2246;344;43;Small Market;Central;0;Beans;Espresso;Decaf Espresso;47;46;Iowa;0;50;40;50;11;Decaf;Profit;;;7;Met;Met;202895;64311
318;43;20;10/1/2247;466;63;Small Market;South;13;Beans;Espresso;Decaf Espresso;40;113;Louisiana;30;50;20;80;36;Decaf;Profit;;;20;Met;Met;202895;64311
775;31;-18;10/1/2248;1009;38;Small Market;West;9;Beans;Coffee;Decaf Irish Cream;12;74;Nevada;30;50;30;80;30;Decaf;Profit;;;-18;Met;Missed;202895;64311
515;23;-15;10/1/2249;807;35;Small Market;Central;6;Beans;Espresso;Caffe Mocha;25;62;Iowa;20;50;40;70;18;Regular;Profit;;;-15;Met;Missed;202895;64311
225;41;26;10/1/2250;320;66;Small Market;South;12;Beans;Espresso;Caffe Mocha;46;114;Louisiana;30;50;20;80;35;Regular;Profit;;;26;Met;Met;202895;64311
971;46;-1;10/1/2251;422;57;Small Market;West;17;Beans;Espresso;Caffe Latte;9;110;Oregon;40;50;10;90;51;Regular;Profit;;;-1;Met;Missed;202895;64311
262;43;22;10/1/2252;466;63;Small Market;Central;13;Leaves;Tea;Darjeeling;42;113;Wisconsin;30;50;20;80;35;Regular;Profit;;;22;Met;Met;202895;64311
959;33;2;10/1/2253;818;49;Small Market;East;9;Leaves;Tea;Green Tea;42;87;Connecticut;30;50;40;80;21;Regular;Profit;;;2;Met;Met;202895;64311
435;49;-6;10/1/2254;335;69;Small Market;West;44;Leaves;Tea;Darjeeling;-6;126;Utah;30;50;0;80;73;Regular;Loss;;;-6;Met;Missed;202895;64311
509;55;6;10/1/2255;627;76;Small Market;West;49;Leaves;Tea;Green Tea;-4;140;Washington;40;50;-10;90;79;Regular;Loss;;;6;Met;Met;202895;64311
630;39;-13;10/1/2256;541;51;Major Market;Central;12;Leaves;Herbal Tea;Lemon;27;90;Illinois;20;40;40;60;24;Decaf;Profit;;;-13;Met;Missed;202895;64311
209;39;-14;10/1/2257;541;51;Major Market;West;12;Leaves;Herbal Tea;Mint;26;90;California;20;40;40;60;25;Decaf;Profit;;;-14;Met;Missed;202895;64311
505;86;-36;10/1/2258;1698;23;Small Market;South;26;Beans;Coffee;Decaf Irish Cream;-26;109;New Mexico;110;40;10;150;49;Decaf;Loss;;;-36;Met;Missed;202895;64311
318;46;-10;10/1/2259;449;67;Small Market;South;14;Beans;Espresso;Decaf Espresso;30;113;Louisiana;20;40;40;60;37;Decaf;Profit;;;-10;Met;Missed;202895;64311
515;31;-23;10/1/2260;1000;37;Small Market;Central;9;Beans;Coffee;Colombian;7;68;Iowa;20;40;30;60;30;Regular;Profit;;;-23;Met;Missed;202895;64311
505;45;-16;10/1/2261;320;64;Small Market;South;41;Beans;Espresso;Caffe Mocha;-6;109;New Mexico;20;40;10;60;70;Regular;Loss;;;-16;Met;Missed;202895;64311
801;32;-12;10/1/2262;833;47;Small Market;West;8;Beans;Espresso;Caffe Latte;28;79;Utah;20;40;40;60;19;Regular;Profit;;;-12;Met;Missed;202895;64311
505;31;-24;10/1/2263;1000;37;Small Market;South;9;Leaves;Herbal Tea;Lemon;6;68;New Mexico;10;40;30;50;31;Decaf;Profit;;;-24;Met;Missed;202895;64311
636;39;-17;10/1/2264;244;53;Small Market;Central;12;Leaves;Tea;Darjeeling;13;92;Missouri;20;40;30;60;40;Regular;Profit;;;-17;Met;Missed;202895;64311
959;24;-22;10/1/2265;806;36;Small Market;East;6;Leaves;Tea;Green Tea;18;60;Connecticut;20;40;40;60;18;Regular;Profit;;;-22;Met;Missed;202895;64311
603;0;-8;10/1/2266;430;43;Small Market;East;0;Leaves;Tea;Green Tea;32;43;New Hampshire;0;40;40;40;11;Regular;Profit;;;-8;Met;Missed;202895;64311
801;45;-26;10/1/2267;320;64;Small Market;West;41;Leaves;Tea;Darjeeling;-6;109;Utah;10;40;20;50;70;Regular;Loss;;;-26;Met;Missed;202895;64311
206;60;-10;10/1/2268;606;84;Small Market;West;54;Leaves;Tea;Green Tea;0;144;Washington;20;40;10;60;84;Regular;Profit;;;-10;Met;Missed;202895;64311
937;32;-1;10/1/2269;482;48;Major Market;Central;8;Leaves;Herbal Tea;Chamomile;29;80;Ohio;30;40;30;70;19;Decaf;Profit;;;-1;Met;Missed;202895;64311
407;54;3;10/1/2270;391;67;Major Market;East;20;Leaves;Herbal Tea;Lemon;13;121;Florida;40;40;10;80;54;Decaf;Profit;;;3;Met;Met;202895;64311
715;22;-19;10/1/2271;570;30;Small Market;Central;7;Beans;Espresso;Decaf Espresso;11;52;Wisconsin;20;40;30;60;19;Decaf;Profit;;;-19;Met;Missed;202895;64311
505;35;-12;10/1/2272;248;47;Small Market;South;11;Beans;Espresso;Decaf Espresso;8;82;New Mexico;20;40;20;60;39;Decaf;Profit;;;-12;Met;Missed;202895;64311
775;29;-15;10/1/2273;1003;35;Small Market;West;8;Beans;Coffee;Decaf Irish Cream;5;64;Nevada;30;40;20;70;30;Decaf;Profit;;;-15;Met;Missed;202895;64311
563;29;-15;10/1/2274;1003;35;Small Market;Central;8;Beans;Coffee;Colombian;5;64;Iowa;20;40;20;60;30;Regular;Profit;;;-15;Met;Missed;202895;64311
603;34;-3;10/1/2275;211;42;Small Market;East;12;Beans;Espresso;Regular Espresso;-3;76;New Hampshire;30;40;0;70;45;Regular;Loss;;;-3;Met;Missed;202895;64311
918;32;-1;10/1/2276;482;48;Small Market;South;8;Beans;Espresso;Caffe Mocha;29;80;Oklahoma;20;40;30;60;19;Regular;Profit;;;-1;Met;Missed;202895;64311
775;0;1;10/1/2277;387;43;Small Market;West;0;Beans;Espresso;Caffe Latte;31;43;Nevada;0;40;30;40;12;Regular;Profit;;;1;Met;Met;202895;64311
435;33;-3;10/1/2278;836;48;Small Market;West;9;Beans;Espresso;Caffe Latte;27;81;Utah;30;40;30;70;21;Regular;Profit;;;-3;Met;Missed;202895;64311
573;82;-9;10/1/2279;1804;40;Small Market;Central;25;Leaves;Herbal Tea;Lemon;-9;122;Missouri;70;40;0;110;49;Decaf;Loss;;;-9;Met;Missed;202895;64311
801;82;-8;10/1/2280;1804;40;Small Market;West;25;Leaves;Herbal Tea;Mint;-8;122;Utah;70;40;0;110;48;Decaf;Loss;;;-8;Met;Missed;202895;64311
417;35;-1;10/1/2281;248;47;Small Market;Central;11;Leaves;Tea;Darjeeling;9;82;Missouri;20;40;10;60;38;Regular;Profit;;;-1;Met;Missed;202895;64311
636;34;-3;10/1/2282;211;42;Small Market;Central;12;Leaves;Tea;Earl Grey;-3;76;Missouri;20;40;0;60;45;Regular;Loss;;;-3;Met;Missed;202895;64311
314;33;-4;10/1/2283;243;41;Small Market;Central;12;Leaves;Tea;Green Tea;-4;74;Missouri;20;40;0;60;45;Regular;Loss;;;-4;Met;Missed;202895;64311
603;0;2;10/1/2284;387;43;Small Market;East;0;Leaves;Tea;Green Tea;32;43;New Hampshire;0;40;30;40;11;Regular;Profit;;;2;Met;Met;202895;64311
435;44;3;10/1/2285;325;62;Small Market;West;40;Leaves;Tea;Darjeeling;-7;106;Utah;30;40;-10;70;69;Regular;Loss;;;3;Met;Met;202895;64311
937;29;-5;10/1/2286;490;44;Major Market;Central;8;Leaves;Herbal Tea;Chamomile;25;73;Ohio;20;40;30;60;19;Decaf;Profit;;;-5;Met;Missed;202895;64311
330;33;-1;10/1/2287;870;49;Major Market;Central;9;Leaves;Herbal Tea;Lemon;29;82;Ohio;30;40;30;70;20;Decaf;Profit;;;-1;Met;Missed;202895;64311
508;46;-3;10/1/2288;422;57;Major Market;East;17;Leaves;Herbal Tea;Lemon;7;103;Massachusetts;30;40;10;70;50;Decaf;Profit;;;-3;Met;Missed;202895;64311
813;30;-4;10/1/2289;882;45;Major Market;East;8;Leaves;Tea;Darjeeling;26;75;Florida;30;40;30;70;19;Regular;Profit;;;-4;Met;Missed;202895;64311
857;29;-5;10/1/2290;490;44;Major Market;East;8;Leaves;Tea;Green Tea;25;73;Massachusetts;30;40;30;70;19;Regular;Profit;;;-5;Met;Missed;202895;64311
262;24;-17;10/1/2291;567;32;Small Market;Central;7;Beans;Espresso;Decaf Espresso;13;56;Wisconsin;30;40;30;70;19;Decaf;Profit;;;-17;Met;Missed;202895;64311
702;0;1;10/1/2292;344;43;Small Market;West;0;Beans;Espresso;Caffe Latte;31;43;Nevada;0;40;30;40;12;Regular;Profit;;;1;Met;Met;202895;64311
435;31;-4;10/1/2293;844;46;Small Market;West;8;Beans;Espresso;Caffe Latte;26;77;Utah;30;40;30;70;20;Regular;Profit;;;-4;Met;Missed;202895;64311
715;34;0;10/1/2294;863;51;Small Market;Central;9;Leaves;Herbal Tea;Lemon;30;85;Wisconsin;30;40;30;70;21;Decaf;Profit;;;0;Met;Met;202895;64311
603;39;-8;10/1/2295;250;49;Small Market;East;14;Leaves;Herbal Tea;Lemon;2;88;New Hampshire;20;40;10;60;47;Decaf;Profit;;;-8;Met;Missed;202895;64311
505;31;-13;10/1/2296;1009;38;Small Market;South;9;Leaves;Herbal Tea;Lemon;7;69;New Mexico;20;40;20;60;31;Decaf;Profit;;;-13;Met;Missed;202895;64311
573;38;1;10/1/2297;256;51;Small Market;Central;12;Leaves;Tea;Darjeeling;11;89;Missouri;30;40;10;70;40;Regular;Profit;;;1;Met;Met;202895;64311
636;39;2;10/1/2298;250;49;Small Market;Central;14;Leaves;Tea;Green Tea;2;88;Missouri;30;40;0;70;47;Regular;Profit;;;2;Met;Met;202895;64311
603;0;2;10/1/2299;344;43;Small Market;East;0;Leaves;Tea;Green Tea;32;43;New Hampshire;0;40;30;40;11;Regular;Profit;;;2;Met;Met;202895;64311
509;41;10;10/1/2300;320;66;Small Market;West;12;Leaves;Tea;Darjeeling;30;107;Washington;30;40;20;70;36;Regular;Profit;;;10;Met;Met;202895;64311
801;38;2;10/1/2301;256;51;Small Market;West;12;Leaves;Tea;Earl Grey;12;89;Utah;20;40;10;60;39;Regular;Profit;;;2;Met;Met;202895;64311
509;43;8;10/1/2302;466;63;Small Market;West;13;Leaves;Tea;Earl Grey;28;106;Washington;30;40;20;70;35;Regular;Profit;;;8;Met;Met;202895;64311
312;39;0;10/1/2303;541;51;Major Market;Central;12;Leaves;Herbal Tea;Lemon;40;96;Illinois;20;40;40;60;24;Decaf;Profit;;;0;Met;Met;202895;64311
530;39;-1;10/1/2304;541;51;Major Market;West;12;Leaves;Herbal Tea;Mint;39;96;California;20;40;40;60;25;Decaf;Profit;;;-1;Met;Missed;202895;64311
505;86;-49;10/1/2305;1698;23;Small Market;South;26;Beans;Coffee;Decaf Irish Cream;-39;116;New Mexico;110;40;10;150;49;Decaf;Loss;;;-49;Met;Missed;202895;64311
318;46;5;10/1/2306;449;67;Small Market;South;14;Beans;Espresso;Decaf Espresso;45;120;Louisiana;20;40;40;60;37;Decaf;Profit;;;5;Met;Met;202895;64311
515;31;-20;10/1/2307;1000;37;Small Market;Central;9;Beans;Coffee;Colombian;10;72;Iowa;20;40;30;60;30;Regular;Profit;;;-20;Met;Missed;202895;64311
505;45;-19;10/1/2308;320;64;Small Market;South;41;Beans;Espresso;Caffe Mocha;-9;116;New Mexico;20;40;10;60;70;Regular;Loss;;;-19;Met;Missed;202895;64311
435;32;2;10/1/2309;833;47;Small Market;West;8;Beans;Espresso;Caffe Latte;42;84;Utah;20;40;40;60;19;Regular;Profit;;;2;Met;Met;202895;64311
505;31;-21;10/1/2310;1000;37;Small Market;South;9;Leaves;Herbal Tea;Lemon;9;72;New Mexico;10;40;30;50;31;Decaf;Profit;;;-21;Met;Missed;202895;64311
314;39;-11;10/1/2311;244;53;Small Market;Central;12;Leaves;Tea;Darjeeling;19;98;Missouri;20;40;30;60;40;Regular;Profit;;;-11;Met;Missed;202895;64311
203;24;-13;10/1/2312;806;36;Small Market;East;6;Leaves;Tea;Green Tea;27;64;Connecticut;20;40;40;60;18;Regular;Profit;;;-13;Met;Missed;202895;64311
603;0;7;10/1/2313;430;43;Small Market;East;0;Leaves;Tea;Green Tea;47;46;New Hampshire;0;40;40;40;11;Regular;Profit;;;7;Met;Met;202895;64311
435;45;-29;10/1/2314;320;64;Small Market;West;41;Leaves;Tea;Darjeeling;-9;116;Utah;10;40;20;50;70;Regular;Loss;;;-29;Met;Missed;202895;64311
206;60;-10;10/1/2315;606;84;Small Market;West;54;Leaves;Tea;Green Tea;0;153;Washington;20;40;10;60;84;Regular;Profit;;;-10;Met;Missed;202895;64311
440;32;13;10/1/2316;482;48;Major Market;Central;8;Leaves;Herbal Tea;Chamomile;43;85;Ohio;30;40;30;70;19;Decaf;Profit;;;13;Met;Met;202895;64311
561;54;9;10/1/2317;391;67;Major Market;East;20;Leaves;Herbal Tea;Lemon;19;129;Florida;40;40;10;80;54;Decaf;Profit;;;9;Met;Met;202895;64311
920;22;-14;10/1/2318;570;30;Small Market;Central;7;Beans;Espresso;Decaf Espresso;16;55;Wisconsin;20;40;30;60;19;Decaf;Profit;;;-14;Met;Missed;202895;64311
